Annee;Diplôme;Numéro de l'établissement;Établissement;Établissement actuel;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Remarque;Nombre de réponses;Taux de réponse;Poids de la discipline;Taux d’insertion;Taux d'emploi;Taux d'emploi salarié en France;% emplois cadre ou professions intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net mensuel régional 1er quartile;Salaire net mensuel régional 3ème quartile;cle_ETAB;cle_DISC;Id_Paysage
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;16;57;2;ns;;;ns;ns;ns;ns;ns;27;7.8;2060;ns;ns;ns;1600;2570;Sorbonne Université_18;disc11_18;bxPQe
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;122;75;12;85;;;82;74;83;1910;29700;24;7.6;1980;60;16;76;1550;2420;Paris 1 - Panthéon Sorbonne_30;disc06_30;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;74;84;7;92;;;91;53;97;2150;33500;24;7.6;1980;76;35;53;1550;2420;Paris 1 - Panthéon Sorbonne_30;disc08_30;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;140;78;13;86;;;92;58;92;2040;31800;24;7.6;1980;68;35;71;1550;2420;Paris 1 - Panthéon Sorbonne_30;disc11_30;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;13;70;1;ns;;;ns;ns;ns;ns;ns;24;7.6;1980;ns;ns;ns;1550;2420;Paris 1 - Panthéon Sorbonne_30;disc12_30;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;8;73;1;ns;;;ns;ns;ns;ns;ns;24;7.6;1980;ns;ns;ns;1550;2420;Paris 1 - Panthéon Sorbonne_18;disc16_18;6G2TU
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;37;63;13;94;;;93;67;100;ns;ns;13;7.6;1980;86;26;40;1550;2420;Paris 2 - Panthéon Assas_18;disc03_18;GBpkg
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;25;63;9;ns;;;ns;ns;ns;ns;ns;13;7.6;1980;ns;ns;ns;1550;2420;Paris 2 - Panthéon Assas_18;disc05_18;GBpkg
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;41;70;13;95;;;97;56;97;2130;33200;13;7.6;1980;89;28;62;1550;2420;Paris 2 - Panthéon Assas_30;disc10_30;GBpkg
2016;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;109;66;54;89;;;80;70;81;1790;28000;26;7.6;1980;58;33;89;1550;2420;Paris 3 - Sorbonne Nouvelle_30;disc06_30;8k883
2016;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;88;64;46;89;;;84;67;98;1840;28700;26;7.6;1980;58;27;88;1550;2420;Paris 3 - Sorbonne Nouvelle_30;disc07_30;8k883
2016;MASTER ENS;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;19;71;;ns;;;ns;ns;ns;ns;ns;33;7.6;1980;ns;ns;ns;1550;2420;Paris René Descartes_18;disc18_18;O2v0H
2016;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;46;67;12;84;;;95;81;100;2470;38500;23;7.6;1980;91;9;62;1550;2420;Paris René Descartes_18;disc04_18;O2v0H
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;112;67;35;88;;;89;54;82;1850;28900;25;7.6;1980;77;22;74;1550;2420;Paris 7 - Denis Diderot_30;disc07_30;5KpJ9
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;27;72;8;ns;;;ns;ns;ns;ns;ns;25;7.6;1980;ns;ns;ns;1550;2420;Paris 7 - Denis Diderot_18;disc08_18;5KpJ9
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;90;66;12;90;;;86;61;82;1800;28100;23;7.6;1980;54;25;82;1550;2420;Sorbonne Université_18;disc06_18;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;131;59;20;92;;;98;67;94;2100;32800;23;7.6;1980;82;16;74;1550;2420;Sorbonne Université_18;disc10_18;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;131;59;20;92;;;99;80;95;2370;36900;23;7.6;1980;86;16;74;1550;2420;Sorbonne Université_30;disc10_30;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;17;59;3;ns;;;ns;ns;ns;ns;ns;23;7.6;1980;ns;ns;ns;1550;2420;Sorbonne Université_18;disc11_18;bxPQe
2017;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;178;67;18;92;;;98;65;94;2300;35900;23;7.1;2120;94;23;61;1620;2620;Paris 1 - Panthéon Sorbonne_18;disc02_18;6G2TU
2017;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;126;74;12;91;;;98;60;98;2290;35800;23;7.1;2120;92;15;66;1620;2620;Paris 1 - Panthéon Sorbonne_30;disc05_30;6G2TU
2017;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;38;60;4;100;;;100;100;100;2770;43200;23;7.1;2120;100;19;12;1620;2620;Paris 1 - Panthéon Sorbonne_30;disc12_30;6G2TU
2017;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;12;59;1;ns;;;ns;ns;ns;ns;ns;23;7.1;2120;ns;ns;ns;1620;2620;Paris 1 - Panthéon Sorbonne_18;disc14_18;6G2TU
2017;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;186;52;86;94;;;93;78;98;2400;37400;14;7.1;2120;85;22;56;1620;2620;Paris 2 - Panthéon Assas_18;disc01_18;GBpkg
2017;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;95;68;43;87;;;62;44;84;1700;26500;33;7.1;2120;44;20;87;1620;2620;Paris 3 - Sorbonne Nouvelle_18;disc07_18;8k883
2017;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;26;67;12;ns;;;ns;ns;ns;ns;ns;33;7.1;2120;ns;ns;ns;1620;2620;Paris 3 - Sorbonne Nouvelle_18;disc11_18;8k883
2017;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;26;67;12;ns;;;ns;ns;ns;ns;ns;33;7.1;2120;ns;ns;ns;1620;2620;Paris 3 - Sorbonne Nouvelle_30;disc11_30;8k883
2017;MASTER ENS;0755890V;Sorbonne Université;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;128;53;100;100;;;96;92;96;1800;28100;16;7.1;2120;94;6;86;1620;2620;Sorbonne Université_18;disc18_18;bxPQe
2017;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;10;62;1;ns;;;ns;ns;ns;ns;ns;26;7.1;2120;ns;ns;ns;1620;2620;Sorbonne Université_18;disc01_18;bxPQe
2017;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;10;62;1;ns;;;ns;ns;ns;ns;ns;26;7.1;2120;ns;ns;ns;1620;2620;Sorbonne Université_18;disc04_18;bxPQe
2017;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;10;62;1;ns;;;ns;ns;ns;ns;ns;26;7.1;2120;ns;ns;ns;1620;2620;Sorbonne Université_30;disc04_30;bxPQe
2017;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;42;61;6;88;;;89;78;97;2200;34300;26;7.1;2120;70;30;59;1620;2620;Sorbonne Université_30;disc08_30;bxPQe
2017;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;372;62;54;93;;;95;70;98;2200;34300;26;7.1;2120;85;22;47;1620;2620;Sorbonne Université_18;disc12_18;bxPQe
2017;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;155;63;22;90;;;92;53;97;1950;30400;26;7.1;2120;73;32;74;1620;2620;Sorbonne Université_18;disc13_18;bxPQe
2017;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;78;64;11;97;;;99;95;100;2740;42700;26;7.1;2120;97;15;9;1620;2620;Sorbonne Université_30;disc16_30;bxPQe
2017;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;67;62;10;90;;;100;87;100;2500;39000;26;7.1;2120;100;8;32;1620;2620;Sorbonne Université_30;disc17_30;bxPQe
2017;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;45;60;7;98;;;100;75;97;2250;35100;27;7.1;2120;94;11;68;1620;2620;Université de Paris_18;disc02_18;5cZyU
2018;MASTER ENS;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;24;77;;;;;;;;;;54;7.7;2170;;;;1650;2700;Paris 1 - Panthéon Sorbonne_18;disc18_18;6G2TU
2018;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;122;80;11;89;;;97;52;99;2200;34300;23;7.7;2170;83;22;60;1650;2700;Paris 1 - Panthéon Sorbonne_18;disc05_18;6G2TU
2018;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;288;83;26;89;;;87;61;88;2000;31200;23;7.7;2170;63;29;70;1650;2700;Paris 1 - Panthéon Sorbonne_30;disc07_30;6G2TU
2018;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;121;83;11;89;;;82;54;93;1900;29600;23;7.7;2170;61;28;65;1650;2700;Paris 1 - Panthéon Sorbonne_30;disc08_30;6G2TU
2018;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;18;87;2;ns;;;ns;ns;ns;ns;ns;23;7.7;2170;ns;ns;ns;1650;2700;Paris 1 - Panthéon Sorbonne_18;disc14_18;6G2TU
2018;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;116;63;41;97;;;97;72;100;2240;34900;11;7.7;2170;90;17;67;1650;2700;Paris 2 - Panthéon Assas_18;disc02_18;GBpkg
2018;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;46;76;15;96;;;95;87;98;3000;46800;11;7.7;2170;95;22;40;1650;2700;Paris 2 - Panthéon Assas_30;disc03_30;GBpkg
2018;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;69;59;22;91;;;97;65;100;2300;35900;11;7.7;2170;88;12;62;1650;2700;Paris 2 - Panthéon Assas_18;disc04_18;GBpkg
2018;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;43;71;13;93;;;91;47;89;ns;ns;11;7.7;2170;67;16;79;1650;2700;Paris 2 - Panthéon Assas_18;disc07_18;GBpkg
2018;MASTER ENS;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;1;100;;;;;;;;;;0;7.7;2170;;;;1650;2700;Paris 3 - Sorbonne Nouvelle_18;disc18_18;8k883
2018;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;483;74;58;92;;;99;80;96;2440;38100;26;7.7;2170;88;24;40;1650;2700;Sorbonne Université_30;disc12_30;bxPQe
2018;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;189;75;22;89;;;95;66;90;1950;30400;26;7.7;2170;79;35;62;1650;2700;Sorbonne Université_18;disc13_18;bxPQe
2018;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;53;64;7;100;;;98;78;98;2560;39900;24;7.7;2170;94;15;75;1650;2700;Université de Paris_30;disc02_30;5cZyU
2018;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;53;64;7;94;;;100;65;100;2310;36000;24;7.7;2170;95;15;75;1650;2700;Université de Paris_18;disc02_18;5cZyU
2018;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;39;56;6;84;;;100;97;100;2550;39800;24;7.7;2170;93;9;66;1650;2700;Université de Paris_30;disc04_30;5cZyU
2018;MASTER LMD;0755976N;Université de Paris;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;21;69;3;ns;;;ns;ns;ns;ns;ns;24;7.7;2170;ns;ns;ns;1650;2700;Université de Paris_18;disc08_18;5cZyU
2019;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;214;74;20;97;;;95;91;99;2570;40000;23;7.1;2240;91;13;54;1640;2790;Paris 1 - Panthéon Sorbonne_30;disc04_30;6G2TU
2019;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;49;68;5;84;;;70;66;80;ns;ns;23;7.1;2240;44;28;81;1640;2790;Paris 1 - Panthéon Sorbonne_30;disc06_30;6G2TU
2019;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;241;78;22;82;;;86;41;91;1700;26500;23;7.1;2240;52;24;68;1640;2790;Paris 1 - Panthéon Sorbonne_18;disc07_18;6G2TU
2019;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;30;70;3;87;;;ns;ns;ns;ns;ns;23;7.1;2240;ns;20;30;1640;2790;Paris 1 - Panthéon Sorbonne_18;disc16_18;6G2TU
2019;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;29;46;14;ns;;;ns;ns;ns;ns;ns;12;7.1;2240;ns;ns;ns;1640;2790;Paris 2 - Panthéon Assas_18;disc10_18;TWBzp
2019;MASTER ENS;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;10;38;;;;;;;;;;10;7.1;2240;;;;1640;2790;Paris 3 - Sorbonne Nouvelle_30;disc18_30;8k883
2019;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;96;58;47;89;;;82;53;93;1840;28700;31;7.1;2240;58;22;84;1640;2790;Paris 3 - Sorbonne Nouvelle_30;disc07_30;8k883
2019;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;71;53;35;89;;;82;46;92;1840;28700;31;7.1;2240;56;27;88;1640;2790;Paris 3 - Sorbonne Nouvelle_30;disc10_30;8k883
2019;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;0;;;nd;;;nd;nd;nd;nd;nd;23;7.1;2240;nd;nd;nd;1640;2790;Sorbonne Université_30;disc04_30;bxPQe
2019;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;74;56;12;92;;;91;62;94;1900;29600;23;7.1;2240;54;32;81;1640;2790;Sorbonne Université_30;disc06_30;bxPQe
2019;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;204;59;34;83;;;92;64;89;2000;31200;23;7.1;2240;79;22;73;1640;2790;Sorbonne Université_18;disc07_18;bxPQe
2019;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;204;59;34;94;;;92;73;95;2200;34300;23;7.1;2240;76;22;73;1640;2790;Sorbonne Université_30;disc07_30;bxPQe
2019;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;58;65;10;77;;;90;49;92;1800;28100;23;7.1;2240;67;34;63;1640;2790;Sorbonne Université_18;disc08_18;bxPQe
2019;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;58;65;10;95;;;87;58;94;2100;32700;23;7.1;2240;59;34;63;1640;2790;Sorbonne Université_30;disc08_30;bxPQe
2019;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;118;83;15;96;;;100;96;100;2750;42900;23;7.1;2240;99;12;12;1640;2790;Sorbonne Université_30;disc16_30;bxPQe
2019;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;102;63;15;97;;;97;81;99;2560;39900;25;7.1;2240;91;12;60;1640;2790;Université de Paris_30;disc01_30;5cZyU
2019;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;50;69;7;93;;;97;71;97;2450;38200;25;7.1;2240;90;10;70;1640;2790;Université de Paris_18;disc02_18;5cZyU
2019;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;50;69;7;98;;;98;75;100;2500;39000;25;7.1;2240;93;10;70;1640;2790;Université de Paris_30;disc02_30;5cZyU
2019;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;11;60;2;ns;;;ns;ns;ns;ns;ns;25;7.1;2240;ns;ns;ns;1640;2790;Université de Paris_18;disc03_18;5cZyU
2019;MASTER LMD;0755976N;Université de Paris;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;17;62;3;ns;;;ns;ns;ns;ns;ns;25;7.1;2240;ns;ns;ns;1640;2790;Université de Paris_30;disc08_30;5cZyU
2019;MASTER LMD;0755976N;Université de Paris;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;27;74;4;ns;;;ns;ns;ns;ns;ns;25;7.1;2240;ns;ns;ns;1640;2790;Université de Paris_18;disc16_18;5cZyU
2019;MASTER LMD;0755976N;Université de Paris;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;27;74;4;ns;;;ns;ns;ns;ns;ns;25;7.1;2240;ns;ns;ns;1640;2790;Université de Paris_30;disc16_30;5cZyU
2012;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;Université n'ayant pas participé à l'enquête;0;;;;;;;;;;;33;9;2020;;;;1580;2530;Paris - Dauphine_30;disc02_30;C6Ps7
2012;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;Université n'ayant pas participé à l'enquête;0;;;;;;;;;;;33;9;2020;;;;1580;2530;Paris - Dauphine_18;disc04_18;C6Ps7
2012;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;Université n'ayant pas participé à l'enquête;0;;;;;;;;;;;33;9;2020;;;;1580;2530;Paris - Dauphine_30;disc12_30;C6Ps7
2012;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;Université n'ayant pas participé à l'enquête;0;;;;;;;;;;;33;9;2020;;;;1580;2530;Paris - Dauphine_18;disc12_18;C6Ps7
2012;MASTER ENS;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;15;81;100;ns;;;ns;ns;ns;ns;ns;34;9;2020;ns;ns;ns;1580;2530;Paris 1 - Panthéon Sorbonne_30;disc18_30;6G2TU
2012;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;120;68;15;87;;;95;59;99;2000;31200;18;9;2020;80;19;67;1580;2530;Paris 1 - Panthéon Sorbonne_18;disc02_18;6G2TU
2012;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;30;61;4;97;;;ns;ns;ns;ns;ns;18;9;2020;ns;ns;ns;1580;2530;Paris 1 - Panthéon Sorbonne_30;disc12_30;6G2TU
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;24;68;7;ns;;;ns;ns;ns;ns;ns;16;9;2020;ns;ns;ns;1580;2530;Paris René Descartes_30;disc02_30;O2v0H
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;183;74;49;85;;;91;52;73;1650;25700;16;9;2020;72;23;89;1580;2530;Paris René Descartes_18;disc07_18;O2v0H
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;80;73;22;91;;;92;63;96;1980;30900;16;9;2020;68;19;83;1580;2530;Paris René Descartes_30;disc11_30;O2v0H
2012;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;4;75;1;ns;;;ns;ns;ns;ns;ns;16;9;2020;ns;ns;ns;1580;2530;Paris René Descartes_30;disc14_30;O2v0H
2012;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;277;58;91;88;;;97;83;97;2270;35400;22;9;2020;88;27;41;1580;2530;Paris Pierre et Marie Curie_30;disc12_30;3RMeh
